date,data,cols
15717,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. External context: Genesis records an automated material-handling process with motor, storage, sensor, and PLC state signals.",channel1
15718,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. Normal context: actuator states, positions, speeds, light barriers, gripper states, and material indicators should follow the process cycle.",channel1
15719,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. Anomaly context: process faults may appear as mode-inconsistent motor current, position-speed mismatch, sensor disagreement, or unexpected PLC states.",channel1
15720,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. Cross-channel context: automation anomalies should be judged by consistency among motor motion, storage logic, gripper state, and material sensors.",channel1
15721,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. External context: Genesis records an automated material-handling process with motor, storage, sensor, and PLC state signals.",channel1
15722,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. Normal context: actuator states, positions, speeds, light barriers, gripper states, and material indicators should follow the process cycle.",channel1
15723,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. Anomaly context: process faults may appear as mode-inconsistent motor current, position-speed mismatch, sensor disagreement, or unexpected PLC states.",channel1
15724,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. Cross-channel context: automation anomalies should be judged by consistency among motor motion, storage logic, gripper state, and material sensors.",channel1
15725,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. External context: Genesis records an automated material-handling process with motor, storage, sensor, and PLC state signals.",channel1
15726,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. Normal context: actuator states, positions, speeds, light barriers, gripper states, and material indicators should follow the process cycle.",channel1
15727,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. Anomaly context: process faults may appear as mode-inconsistent motor current, position-speed mismatch, sensor disagreement, or unexpected PLC states.",channel1
15728,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. Cross-channel context: automation anomalies should be judged by consistency among motor motion, storage logic, gripper state, and material sensors.",channel1
15729,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. External context: Genesis records an automated material-handling process with motor, storage, sensor, and PLC state signals.",channel1
15730,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. Normal context: actuator states, positions, speeds, light barriers, gripper states, and material indicators should follow the process cycle.",channel1
15731,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. Anomaly context: process faults may appear as mode-inconsistent motor current, position-speed mismatch, sensor disagreement, or unexpected PLC states.",channel1
15732,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. Cross-channel context: automation anomalies should be judged by consistency among motor motion, storage logic, gripper state, and material sensors.",channel1
15733,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. External context: Genesis records an automated material-handling process with motor, storage, sensor, and PLC state signals.",channel1
15734,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. Normal context: actuator states, positions, speeds, light barriers, gripper states, and material indicators should follow the process cycle.",channel1
15735,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. Anomaly context: process faults may appear as mode-inconsistent motor current, position-speed mismatch, sensor disagreement, or unexpected PLC states.",channel1
